club,asset,wikimedia_file,direct_url,license,wikipedia_page
nottingham-forest,kit-third,File:Kit body nottingham2627t.png,https://upload.wikimedia.org/wikipedia/commons/6/67/Kit_body_nottingham2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Nottingham Forest F.C.
nsn-cycling-team,crest,File:NSN Cycling Team logo.png,https://upload.wikimedia.org/wikipedia/commons/9/93/NSN_Cycling_Team_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,NSN Cycling Team
ogc-nice,crest,File:OGC Nice logo.svg,https://upload.wikimedia.org/wikipedia/en/2/2e/OGC_Nice_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),OGC Nice
ogc-nice,kit-away,File:Kit body nice2526A.png,https://upload.wikimedia.org/wikipedia/commons/1/1b/Kit_body_nice2526A.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,OGC Nice
ogc-nice,kit-home,File:Kit body nice2627h.png,https://upload.wikimedia.org/wikipedia/commons/6/66/Kit_body_nice2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,OGC Nice
ogc-nice,kit-third,File:Kit body nice2526t.png,https://upload.wikimedia.org/wikipedia/commons/b/b0/Kit_body_nice2526t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,OGC Nice
oklahoma-city-thunder,crest,File:Oklahoma City Thunder.svg,https://upload.wikimedia.org/wikipedia/en/5/5d/Oklahoma_City_Thunder.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Oklahoma City Thunder
oklahoma-city-thunder,kit-home,File:Kit body okcthunder association.png,https://upload.wikimedia.org/wikipedia/commons/c/c3/Kit_body_okcthunder_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Oklahoma City Thunder
oklahoma-city-thunder,kit-third,File:Kit body okcthunder statement.png,https://upload.wikimedia.org/wikipedia/commons/3/32/Kit_body_okcthunder_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Oklahoma City Thunder
olympique-de-marseille,crest,File:Olympique de Marseille 2026 logo.svg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Olympique_de_Marseille_2026_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Olympique de Marseille
olympique-de-marseille,kit-away,File:Kit body marseille2627a.png,https://upload.wikimedia.org/wikipedia/commons/5/59/Kit_body_marseille2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Olympique de Marseille
olympique-de-marseille,kit-home,File:Kit body marseille2627h.png,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kit_body_marseille2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Olympique de Marseille
olympique-de-marseille,kit-third,File:Kit body marseille2627t.png,https://upload.wikimedia.org/wikipedia/commons/b/b7/Kit_body_marseille2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Olympique de Marseille
olympique-lyonnais,crest,File:Olympique Lyonnais logo.svg,https://upload.wikimedia.org/wikipedia/en/1/1c/Olympique_Lyonnais_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Olympique Lyonnais
olympique-lyonnais,kit-away,File:Kit body lyon2627a.png,https://upload.wikimedia.org/wikipedia/commons/0/00/Kit_body_lyon2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Olympique Lyonnais
olympique-lyonnais,kit-home,File:Kit body lyon2627h.png,https://upload.wikimedia.org/wikipedia/commons/c/c5/Kit_body_lyon2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Olympique Lyonnais
olympique-lyonnais,kit-third,File:Kit body lyon2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/56/Kit_body_lyon2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Olympique Lyonnais
orlando-city,crest,File:Orlando City 2014.svg,https://upload.wikimedia.org/wikipedia/en/6/6a/Orlando_City_2014.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Orlando City SC
orlando-city,kit-away,File:Kit body orlando26aA.png,https://upload.wikimedia.org/wikipedia/commons/6/63/Kit_body_orlando26aA.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Orlando City SC
orlando-city,kit-home,File:Kit body orlando25h.png,https://upload.wikimedia.org/wikipedia/commons/2/29/Kit_body_orlando25h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Orlando City SC
orlando-city,kit-third,File:Kit body orlando26t.png,https://upload.wikimedia.org/wikipedia/commons/2/28/Kit_body_orlando26t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Orlando City SC
orlando-magic,crest,File:Orlando Magic logo.svg,https://upload.wikimedia.org/wikipedia/en/1/10/Orlando_Magic_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Orlando Magic
orlando-magic,kit-home,File:Kit body '25 Orlando Magic.png,https://upload.wikimedia.org/wikipedia/commons/3/36/Kit_body_%2725_Orlando_Magic.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Orlando Magic
orlando-magic,kit-third,File:Kit body '25 Orlando Magic statement.png,https://upload.wikimedia.org/wikipedia/commons/d/dd/Kit_body_%2725_Orlando_Magic_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Orlando Magic
osasuna,crest,File:CA Osasuna 2024 crest.svg,https://upload.wikimedia.org/wikipedia/en/3/38/CA_Osasuna_2024_crest.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),CA Osasuna
osasuna,kit-away,File:Kit body osasuna2627a.png,https://upload.wikimedia.org/wikipedia/commons/f/f8/Kit_body_osasuna2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,CA Osasuna
osasuna,kit-home,File:Kit body osasuna2627h.png,https://upload.wikimedia.org/wikipedia/commons/f/f3/Kit_body_osasuna2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,CA Osasuna
osasuna,kit-third,File:Kit body osasuna2627t.png,https://upload.wikimedia.org/wikipedia/commons/9/9d/Kit_body_osasuna2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,CA Osasuna
panama,crest,File:Panamanian Football Federation logo 2024.svg,https://upload.wikimedia.org/wikipedia/en/e/ee/Panamanian_Football_Federation_logo_2024.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Panama
paraguay,crest,File:Recoleta Football Club logo Paraguay official crest.png,https://upload.wikimedia.org/wikipedia/commons/f/f7/Recoleta_Football_Club_logo_Paraguay_official_crest.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Paraguay
paris-fc,crest,File:Paris FC logo.svg,https://upload.wikimedia.org/wikipedia/en/9/9f/Paris_FC_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Paris FC
paris-fc,kit-away,File:Kit body parisfc2627a.png,https://upload.wikimedia.org/wikipedia/commons/a/ab/Kit_body_parisfc2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Paris FC
paris-fc,kit-home,File:Kit body parisfc2627h.png,https://upload.wikimedia.org/wikipedia/commons/e/eb/Kit_body_parisfc2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Paris FC
paris-fc,kit-third,File:Kit body vneck transparent.png,https://upload.wikimedia.org/wikipedia/commons/c/c4/Kit_body_vneck_transparent.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Paris FC
paris-saint-germain,crest,File:Paris Saint-Germain F.C..svg,https://upload.wikimedia.org/wikipedia/en/a/a7/Paris_Saint-Germain_F.C..svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,Paris Saint-Germain FC
paris-saint-germain,kit-away,File:Kit body psg2627a.png,https://upload.wikimedia.org/wikipedia/commons/9/9f/Kit_body_psg2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Paris Saint-Germain FC
paris-saint-germain,kit-home,File:Kit body psg2627h.png,https://upload.wikimedia.org/wikipedia/commons/f/f2/Kit_body_psg2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Paris Saint-Germain FC
parma,crest,File:Logo Parma Calcio 1913 (adozione 2016).svg,https://upload.wikimedia.org/wikipedia/commons/9/97/Logo_Parma_Calcio_1913_%28adozione_2016%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Parma Calcio 1913
parma,kit-away,File:Kit body parma2627a.png,https://upload.wikimedia.org/wikipedia/commons/9/95/Kit_body_parma2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Parma Calcio 1913
parma,kit-home,File:Kit body parma2627h.png,https://upload.wikimedia.org/wikipedia/commons/2/24/Kit_body_parma2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Parma Calcio 1913
parma,kit-third,File:Kit body parma2627t.png,https://upload.wikimedia.org/wikipedia/commons/7/74/Kit_body_parma2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Parma Calcio 1913
philadelphia-76ers,crest,File:Philadelphia 76ers logo.svg,https://upload.wikimedia.org/wikipedia/en/0/0e/Philadelphia_76ers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Philadelphia 76ers
philadelphia-76ers,kit-home,File:Kit body philadelphia76ers association.png,https://upload.wikimedia.org/wikipedia/commons/e/e9/Kit_body_philadelphia76ers_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Philadelphia 76ers
philadelphia-76ers,kit-third,File:Kit body philadelphia76ers statement.png,https://upload.wikimedia.org/wikipedia/commons/1/19/Kit_body_philadelphia76ers_statement.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Philadelphia 76ers
philadelphia-eagles,crest,File:Philadelphia Eagles logo.svg,https://upload.wikimedia.org/wikipedia/en/8/8e/Philadelphia_Eagles_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Philadelphia Eagles
philadelphia-phillies,crest,File:Philadelphia Phillies (2019) logo.svg,https://upload.wikimedia.org/wikipedia/en/f/f0/Philadelphia_Phillies_%282019%29_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Philadelphia Phillies
philadelphia-union,crest,File:Philadelphia Union 2018 logo.svg,https://upload.wikimedia.org/wikipedia/en/4/46/Philadelphia_Union_2018_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Philadelphia Union
philadelphia-union,kit-away,File:Kit body philadelphia25a.png,https://upload.wikimedia.org/wikipedia/commons/8/8a/Kit_body_philadelphia25a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Philadelphia Union
philadelphia-union,kit-third,File:Kit body philadelphia26t.png,https://upload.wikimedia.org/wikipedia/commons/3/34/Kit_body_philadelphia26t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Philadelphia Union
phoenix-suns,crest,File:Phoenix Suns logo.svg,https://upload.wikimedia.org/wikipedia/en/d/dc/Phoenix_Suns_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Phoenix Suns
phoenix-suns,kit-away,File:Kit body phxsuns2024a.png,https://upload.wikimedia.org/wikipedia/commons/b/bf/Kit_body_phxsuns2024a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Phoenix Suns
phoenix-suns,kit-home,File:Kit body phxsuns2024h.png,https://upload.wikimedia.org/wikipedia/commons/0/04/Kit_body_phxsuns2024h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Phoenix Suns
pittsburgh-pirates,crest,File:Pittsburgh Pirates logo 2014.svg,https://upload.wikimedia.org/wikipedia/commons/8/81/Pittsburgh_Pirates_logo_2014.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Pittsburgh Pirates
pittsburgh-steelers,crest,File:Pittsburgh Steelers logo.svg,https://upload.wikimedia.org/wikipedia/commons/d/de/Pittsburgh_Steelers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Pittsburgh Steelers
portland-timbers,crest,File:Portland Timbers logo.svg,https://upload.wikimedia.org/wikipedia/commons/3/35/Portland_Timbers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Portland Timbers
portland-timbers,kit-home,File:Kit body TIMBERS 11h.png,https://upload.wikimedia.org/wikipedia/commons/4/46/Kit_body_TIMBERS_11h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Portland Timbers
portland-trail-blazers,crest,File:Portland Trail Blazers logo.svg,https://upload.wikimedia.org/wikipedia/en/2/21/Portland_Trail_Blazers_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Portland Trail Blazers
portland-trail-blazers,kit-home,File:Kit body portlandtrailblazers association.png,https://upload.wikimedia.org/wikipedia/commons/9/98/Kit_body_portlandtrailblazers_association.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Portland Trail Blazers
porto,crest,File:FC Porto.svg,https://upload.wikimedia.org/wikipedia/en/f/f1/FC_Porto.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),FC Porto
porto,kit-away,File:Kit body porto2627a.png,https://upload.wikimedia.org/wikipedia/commons/b/bf/Kit_body_porto2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Porto
porto,kit-home,File:Kit body porto2627h.png,https://upload.wikimedia.org/wikipedia/commons/f/f7/Kit_body_porto2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Porto
porto,kit-third,File:Kit body porto2627t.png,https://upload.wikimedia.org/wikipedia/commons/0/09/Kit_body_porto2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,FC Porto
portugal,crest,File:Logotipo Atlético Clube de Portugal.svg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Logotipo_Atl%C3%A9tico_Clube_de_Portugal.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Portugal
psv,crest,File:PSV Eindhoven.svg,https://upload.wikimedia.org/wikipedia/en/0/05/PSV_Eindhoven.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),PSV Eindhoven
psv,kit-away,File:Kit body psv2627a.png,https://upload.wikimedia.org/wikipedia/commons/6/67/Kit_body_psv2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,PSV Eindhoven
psv,kit-home,File:Kit body psv2627h.png,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kit_body_psv2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,PSV Eindhoven
psv,kit-third,File:Kit body psv2627t.png,https://upload.wikimedia.org/wikipedia/commons/5/54/Kit_body_psv2627t.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,PSV Eindhoven
qatar,crest,File:Kit shorts.svg,https://upload.wikimedia.org/wikipedia/commons/a/af/Kit_shorts.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: Public domain,Qatar SC
qatar,kit-home,File:Kit body macronalioth22bdg.png,https://upload.wikimedia.org/wikipedia/commons/4/44/Kit_body_macronalioth22bdg.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC BY-SA,Qatar SC
racing-bulls,crest,File:VCARB F1 logo.svg,https://upload.wikimedia.org/wikipedia/en/2/2b/VCARB_F1_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),
racing-santander,crest,File:Racing de Santander logo.svg,https://upload.wikimedia.org/wikipedia/en/f/f5/Racing_de_Santander_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Racing de Santander
racing-santander,kit-away,File:Kit body santander2627a.png,https://upload.wikimedia.org/wikipedia/commons/e/ea/Kit_body_santander2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Racing de Santander
racing-santander,kit-home,File:Kit body santander2627h.png,https://upload.wikimedia.org/wikipedia/commons/0/0e/Kit_body_santander2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Racing de Santander
rayo-vallecano,crest,File:Rayo Vallecano logo.svg,https://upload.wikimedia.org/wikipedia/en/d/d8/Rayo_Vallecano_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Non-free (fair use),Rayo Vallecano
rayo-vallecano,kit-away,File:Kit body rayo2627a.png,https://upload.wikimedia.org/wikipedia/commons/b/b2/Kit_body_rayo2627a.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Rayo Vallecano
rayo-vallecano,kit-home,File:Kit body rayo2627h.png,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kit_body_rayo2627h.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Commons: CC0,Rayo Vallecano
